,author,date,stars,review_body
392,"data-hovercard-id=""IZMmXb3HHnOaJvmMjPhxNg"">Big S.","
        2/9/2015
    ",5.0,"This place is a local institution. Although it sometimes feels like more of a cult, inasmuch as people will stand in line (in the rain if necessary!) to get brunch on weekends. But it's all part of the overall fun. And once you're in they have good food, great service and staff, great ambience. If you live in Cole valley or are just visiting, coming to zazie's is pretty much a mandatory experience.<br/><br/>The indoor area is noisy and can be a bit stuffy. Personally I prefer the back patio - on a reasonably sunny day there's no better place to chill in SF. (I'm the guy you'll see there regularly on Saturday mornings - by myself, usually in my running gear, snarfing down their pancakes while catching up on the news).<br/><br/>Yes: if you like pancakes then I strongly recommend them, particularly the  bread pudding pancakes. But they're all good. Some folks like the breakfast drinks, although personally that isn't my thing. <br/><br/>Frankly, I wouldn't call all the food 5-star. The dinner pasta can be iffy, for example (I'm picky).. However overall the food is excellent and any lack is more than made up by the charm and service. <br/><br/>The place makes for interesting overheard conversations. An eclectic and very San Francisco crowd. <br/><br/>Tip: if you want a table on weekends, get there 15 minutes before they open. Get in line and put your name on the list. Yes, I know it sounds ridiculous, but if you're much later than that you might be waiting for a long time."
393,"data-hovercard-id=""ei-QQ2gzdn5hpSyKaX_ALA"">Sam B.","
        12/30/2014
    ",5.0,No need to take a pic..that has been done! <br/>This place is well worth the wait!!<br/>Do not miss this place absolutely wonderful! !
394,"data-hovercard-id=""rSBXpyuKgZEtL10v_dOJVA"">Maya P.","
        12/20/2014
    ",5.0,Zazie's food just melts. Their flavors are off the hook. Everything is delicious here. I have yet to have a bad experience at Zazie's. I hope that never happens.
395,"data-hovercard-id=""GArjdkCdYIQMWcAKVMTmxA"">Charles C.","
        10/15/2014
    ",5.0,Amazing!
396,"data-hovercard-id=""ftAu1HTj6SfTci1CWFVXLg"">Jordan M.","
        10/6/2014
    ",5.0,We all had a great time . good pricing good food see you there
397,"data-hovercard-id=""rWGEIj0VX7ZwotGMEoB8Zg"">Templeton T.","
        9/11/2014
    ",5.0,LOVE this place.  My mother has to go to UCSF Medical Center every three months and we can walk to this little restaurant... Great Mimosa's! Great Food! Has a nice little outdoor patio! The Menu has some great fresh seasonal plates and did I mention the homemade toast and jam... They also have dishes with Lemon Curd!!!! Really the only complaint is that they are in not in my hometown!
398,"data-hovercard-id=""fWZ64imwr3YA3SVyhHxWMQ"">Christopher V.","
        8/6/2014
    ",5.0,This is an awesome place!
399,"data-hovercard-id=""3N3Jh_wIwVxkAvQXWSbddQ"">Niki A.","
        7/1/2014
    ",5.0,Their Brunch is amazing. Will go back there soon.
410,"data-hovercard-id=""czesibaKSJJFkWuBGCy1_A"">Isabella K.","
        6/23/2014
    ",5.0,"Amazing brunch! I went with a group of friends and we didn't have (so much) problem to have a seat 'cause we've booked a table in advance. I ordered a poached egg with English muffins, bacon, salsa and hollandaise sauce. Delicious! Also, I ordered the classic mimosa which was good, but not above average. I'd come back for sure!"
411,"data-hovercard-id=""aMyaC5XE-afYMwU3s2k8-Q"">Ninita A.","
        6/23/2014
    ",5.0,"one of the best brunches I've ever had!<br/>the pancakes are super delicious, I highly recommend!<br/>they have a big variety of mimosas - from classic with orange juice to a mix with spicy ginger beer.<br/>the staff is very friendly!"
412,"data-hovercard-id=""AZvXHiYglg83ggZP9H3otA"">Vivek S.","
        5/27/2014
    ",5.0,This place is delish.<br/><br/>It has all the awesome brunch food that you want. Most brunch places give you potatoes with your food but this place is so SF that they would let you get salad with your eggs!!<br/><br/> I highly recommend the poached eggs here. I took a picture of it and showed it off to pretty much everybody.
413,"data-hovercard-id=""vGSsHrsHhdzRGGZJhVbMFA"">Zhao W.","
        5/17/2014
    ",5.0,"A terrifically picturesque place to have brunch. People wake up early in SF so brunch lines are long. If you can brave the wait the food is terrific, especially the pancakes. The staff is a little hurried but if you made this place too much bigger it would lose its intimacy.  Come early or prepare yourself to spend awhile looking for parking or browsing the hardware store across the street..."
414,"data-hovercard-id=""MN6xvBp-r8IL387lijzX9Q"">Diana D.","
        5/17/2014
    ",5.0,"I absolutely love this place.  The wait staff is incredibly helpful and attentive, the atmosphere is lovely and the food impresses EVERY time."
415,"data-hovercard-id=""Lcffn863JUpVcKee12BQtg"">Howard F.","
        5/4/2014
    ",5.0,We are from SoCal and went to Sunday Brunch at Zazie based on all the good reviews.  And they were incredibly accurate.  The food is perfectly prepared and inventive.  The space is tiny but cosy.  The wait staff is friendly + professional.  And it is in a very cool part of town that is worth exploring.
416,"data-hovercard-id=""NDX0JFXIlBsa2aZT9LMFIw"">Devangb B.","
        4/6/2014
    ",5.0,Loved loved loved the Mexico!!
417,"data-hovercard-id=""pxI4GW2BwwhCzpXtKJPMxw"">Jan M.","
        4/2/2014
    ",5.0,"Love love love this restaurant, most especially for brunch. Very good ambiance, almost like a nice ""Sunday morning"" feel to it. Highly recommended for sure."
418,"data-hovercard-id=""wuN9UPbJSO6GYsfs2prWzQ"">Bob U.","
        3/23/2014
    ",5.0,"Amazing little place, giant endless menu of options, very nice and friendly staff, excellent service, ideal breakfast diner atmosphere. Definitely will be back many times since it is just down the street from me!"
419,"data-hovercard-id=""M-O4BebnSTdAVph8tcJy4A"">Colleen Y.","
        2/8/2014
    ",5.0,"Service was great. All of the staff were friendly, helpful, and patient, despite running a very busy establishment. I ordered a french toast with a side of chicken sausages. The french toast was delightfully fluffy and really needed nothing besides a bit of syrup. I still decided to overindulge and use the butter AND plop on loads of their berry preserve. The chicken sausage appeared burnt, but I suppose it's necessary to make sure the meat's cooked all the way through."
430,"data-hovercard-id=""lSBPnl4-l838sfRBp3XoTg"">Barbara C.","
        4/22/2013
    ",5.0,"A lovely evening with great service and excellent food - the lamb tagine was perfect.  As out of towners we got lost on our way to our 7 pm reservation. Although a Saturday night,  Zazie kindly held our table for half an hour until we arrived."
431,"data-hovercard-id=""HzRa6mclBPMWUFBjDo8_pw"">Gina M.","
        4/17/2013
    ",5.0,"Best brunch in the city. Period. I particularly love the poached eggs, black currant and white peach mimosas, and outdoor patio seating."
432,"data-hovercard-id=""PHeSyH3HCqNNBEhNZVJpGA"">JP i.","
        3/31/2013
    ",5.0,"Expect a wait if you come on the weekend, but it will be worth it.  The food was delicious, and I can't wait to return."
433,"data-hovercard-id=""-ygVAPl7-d1U5XdJlC_mcg"">Kate J.","
        3/26/2013
    ",5.0,"The lemon curd is to die for! Hot chocolate was impressively large, enough for 2 to share."
434,"data-hovercard-id=""tec2ZnSeewniefk1XLguhQ"">Alex M.","
        2/12/2013
    ",5.0,Great atmosphere on the patio. Great food. Great service.
435,"data-hovercard-id=""_lCW7YgilE02iYyWw1R6ng"">Greg B.","
        1/29/2013
    ",5.0,"Delicious high quality food, amazing decor, attentive service. Go here for breakfast (dinner is probably amazing as well)"
436,"data-hovercard-id=""E_NaVaKtLTV2ciBTSt5hRw"">Angel G.","
        12/25/2012
    ",5.0,My favorite place for brunch. I love sitting in the patio with my friends and having mimosas. Just the best.
437,"data-hovercard-id=""ctZQAopSv6jb1tZh_1aRJQ"">Jeri T.","
        10/12/2012
    ",5.0,"A-ma-zing.<br/><br/>You need to check out this place (although they probably don't need you--they are swamped already).<br/><br/>Amazing breakfast food.  Everything was incredibly fresh and delicious.  The omelets melt in your mouth.  The cooks do things with eggs that very talented ladies across the seas do with ping pong balls.  <br/><br/>And MAKE SURE you get a strip (or two) of bacon.  Don't argue with me.  Do it and you will never look at bacon the same way again.<br/><br/>Even the French toast was amazing and I don't even like French toast toast.<br/><br/>Afterward, you can go get yourself cleared at the Church of Scientology on Montgomery Street. I hear they let you tour the secret volcano and meet space aliens."
438,"data-hovercard-id=""JdvwsdM-p_tMX8ywDZeyBA"">Eva H.","
        9/17/2012
    ",5.0,OMG delicious burger they have... and everything else looked very good
439,"data-hovercard-id=""WtIR06-5Bt-xz-T00oyF4g"">erik H.","
        9/8/2012
    ",5.0,"Small, Quaint, French<br/><br/>What else to you want?"
450,"data-hovercard-id=""ql5Md-6t2Mk2Bln8LTvS4w"">Justin Z.","
        8/26/2012
    ",5.0,"For all yelpers who love a fantastic brunch!  THIS IS IT!  Don't look back, just invite your family and have some amazing fare."
451,"data-hovercard-id=""p2_ZGAzVO3G7oKzwirZ9mA"">Coutney L.","
        8/8/2012
    ",5.0,"My favorite restaurant in the city! They change their menu frequently but my favorites: trout, polenta cakes, any cream-based soup, the bread rolls (I ask for two), and the bake-hot chocolate chaud for dessert. Mmmmm.....<br/><br/>The place is getting a lot more busy so I recommend making a reservation- you can normally do it day of unless it's a Friday or Saturday! Enjoy!!!"
452,"data-hovercard-id=""Mn4lNKVX7p1KBgivfgndUQ"">Ellen T.","
        6/18/2012
    ",5.0,Celebrating a birthday with my adult daughter:  we over ordered because we wanted to sample many menu items; food was great; service was top-notch; the staff sang Happy Birthday as if we were at the opera! Will go again.
453,"data-hovercard-id=""jR8hYzfBFP3RyqxGy1cu0A"">Serena A.","
        5/16/2012
    ",5.0,"Eggs benedict and mimosas - the best brunch ever!  I found my new favorite breakfast spot.  With their beautiful backyard patio, it's definitely the spot, especially on a sunny San Francisco day."
454,"data-hovercard-id=""z21sIHcK-u8fdhFduO7JvA"">Simon R.","
        4/21/2012
    ",5.0,"Great food, wonderful atmosphere!"
455,"data-hovercard-id=""css-Vip4lcuboqCvZ6PreA"">Steven K.","
        2/26/2012
    ",5.0,"Absolutely wonderful. The food,the staff,the ambiance are all just simply wonderful. Go  there, as I did on a friend's recommendation, and find out for yourself!"
456,"data-hovercard-id=""UjPFFl7QsAZXxltdGXbyow"">Keiko t.","
        12/21/2011
    ",5.0,"This is hands down my favorite place to brunch in the city. I once dined along side Benjamin Bratt in the back patio area, which is absoutely adorable. My favorite dish is an eggs benedict with crab and avocado!<br/><br/>The service is always effificient yet personable and I always feel like I am at home."
457,"data-hovercard-id=""vd5Y_ht7dNXlC1kosq4-jw"">Jenny T.","
        12/6/2011
    ",5.0,"Love this place, I went here twice on my birthday!"
458,"data-hovercard-id=""IcJzzwYFsesdTZpMKYKrPg"">Jennifer S.","
        9/7/2011
    ",5.0,"Zazie is in Cole Valley, near the eastern edge of GGP. There are three Muni lines you can take to get here from Market St, the N, 71 and 6. Do yourself a favor and get yourself to Zazie if you want to experience a great brunch in a quaint French bistro."
459,"data-hovercard-id=""nIIQt47JR5Q2raEXXFUYWA"">Aaron L.","
        7/15/2011
    ",5.0,"Benedict Heaven.<br/><br/>Well the title says it all.  I make a point of coming to Zazie at least once a week for breakfast and there's no where else I'd rather go!  The poached eggs are to die for and their miracle pancakes (when available)...the names speaks for itself.<br/><br/>A great place to sit outdoors and guava mimosas = bliss.<br/><br/>Get there with plenty of time though, the lines can be brutal and they don't do reservations."
470,"data-hovercard-id=""765qMjvGtzKM_-oANsLlXA"">Donna U.","
        7/10/2011
    ",5.0,Music by The Creek was dynamic during brunch.  Bring them back for an encore!
471,"data-hovercard-id=""w0ombpkxcTaMJvdnB2YD-w"">V.L. V.","
        6/15/2011
    ",5.0,"Ahhh....Zazie's...Brunch at it's best! I haven't had one breakfast/brunch dish that I haven't loved. Some of my fave's are The Albert, The Croque Madame, The BLT (hands down best BLT I've ever had... I add a fried egg to it sometimes! yummmmy) and the Mexico. They also always have a really great special item of the day that is not on the menu. Yes sometimes it is a long wait...BUT IT'S TOTALLY WORTH IT!!! And Mario is the best hostess! Handling a line of people waiting to eat breakfast can't be easy!"
472,"data-hovercard-id=""NaxOejItRH8_JL4dAPdvhg"">Meg B.","
        5/17/2011
    ",5.0,Adorable and delicious!
473,"data-hovercard-id=""fT7k8mB4TaniHjOwZbMO3g"">Y L.","
        2/24/2011
    ",5.0,i've only had breakfast here and really love it.  i'm a big french toast fan and they do an amazing job.  i also like how the wait staff are nice and curteous.
474,"data-hovercard-id=""mv0wRNcllXp0K9BPiF7bQA"">s K.","
        1/19/2011
    ",5.0,"We received a gift certificate from family and couldn't wait to try out this place as we have heard wonderful things about it. <br/>We were there for dinner. We got what we think is the best seat in the restaurant. Back table on the patio. It was a cool night but with the heat lamps and blankets provided we were toastie warm. Patio was packed but it had just the right amount of noise.<br/>Our waiter was great... informative, friendly and attentive. He did a good job of describing dishes we had questions on.<br/>We started off with the cheese plate. I highly recommend this if your a cheese fan. It comes with a great walnut bread toasted. It was a great way to start out our dinning experience.<br/>I had the Hanger steak which was very tender and cooked perfectly. It was served with mashed potatoes and green beans. For a straight forward meal it had a wonderfully rich taste. My wife had the ravilolis with prawns. It was fantasticlly rich with lots of prawns.<br/>We had the ""hot chocolate"" dessert. If you're a chocolate fan you will be in heaven.<br/>If you like small cozy restaurants with a good vibe this is it!<br/>Wait can be long so plan accordingly."
475,"data-hovercard-id=""OwPIQE0o7lMKFCuNo50J8A"">V B.","
        8/30/2010
    ",5.0,"Sitting at a dance club with four friends on a recent weeknight, they decide to get up and hit the dance floor. Without giving it a second thought they leave the table and all their belongings, purses, cell phones fully expecting me to sit there alone and watch all their stuff.<br/><br/>It's my lot in life and I have adapted to being the 3rd, 5th, 7th, 9, 11th wheel. With this role come the important responsibility of keeping an eye on my friends things. I have become quite good at it and am now an expert at this craft. I've even thought about going on the speaking circuit and educate those who find themselves in this position. <br/><br/>Well on this night something different took place. <br/><br/>Soon after my friends left a girl walks over and simply asks ""would you like to dance?""<br/><br/>Huh? What?<br/><br/>This never happens to me! NEVER! <br/><br/>I am not quite buying into this just yet and look to my left and then my right to see if maybe the future ghost of Brad Pitt is sitting next to me. And believe it or no, it was me she was actually asking to dance!<br/><br/>""I would love to, but I have been assigned the task of watching my friends purses and cell phones""<br/><br/>""Oh don't worry about that"" She says, ""My boyfriend can watch your friends stuff for you""<br/><br/>Wha?<br/><br/>Ok, so this is some sort of set up, and this guy is sending some hottie to come over and ask me to dance only to rip us off.<br/><br/>'Sure! I'll dance with you!""<br/><br/>Who cares? It's my one chance to dance with a cute girl! take our stuff! See if I care.<br/><br/>After a few dances, we walk back over to our table and to my surprise everything was still there.<br/><br/>I had to ask. ""So why did you let your girlfriend ask me to dance?""<br/><br/>The boyfriend takes a sip of his beer and says ""Oh, I hate dancing and my girlfriend really wanted to get out there"". ""And so anyway, you looked like a nice guy and thought it would be safe if I let her dance with you"".<br/><br/>Translation<br/><br/>""You are ugly and am not threatened by your appearance and there is no way you could score with my girlfriend""<br/><br/>Fair enough, and sadly very true. But I got a girl to ask me to dance which NEVER HAPPENS to me so I will take this small victory in life.<br/><br/>Another thing that I never had before are eggs benedict better than Zazie's. I am not even an eggs benedict guy but love these so much that I had a dream about them last night."
476,"data-hovercard-id=""qcNEwsCwXs9zQvikkQWwHQ"">Leah G.","
        8/1/2010
    ",5.0,My favorite meal in San Francisco. That's all.
477,"data-hovercard-id=""jzNtDLRHe-VX2Xg7OnhLfA"">A C.","
        6/5/2010
    ",5.0,"This place was absolutely amazing!  We were staying in San Francisco near Haight street and wanted to find someplace with good reviews to eat.  If you go, you have to have the BLT.  It is not your average sandwich and far surpasses what you think of when you think of a BLT.  We went right before closing and Mario, the manager, hooked us up with some fresh fruit and a free round of drinks.  One of the best places we ate on our trip by far."
478,"data-hovercard-id=""se3wnBCiB8s-ehuLP2BYeQ"">Yergen B.","
        6/5/2010
    ",5.0,"Just got back from Zazie on this Saturday, fired up my Yelp Registration a few minutes ago, and now am having the chutzpah to do a review of someplace I ate at. Horrible grammar, but here goes.<br/><br/>First I picked a beautiful Saturday morning to go and eat. We were able to eat outside on the patio, and the weather accommodated us with bright sun and gentle breezes. Not terribly warm, mind you, after all this is San Francisco and there are Very Few warm days in my city. <br/><br/>We arrived around 9:30, and the place was almost completely full, and we were seated right away.  Water was quickly brought right after the menus, and coffee two minutes later. I was already impressed. We ordered the une, deux, trois which is one pancake, two eggs and three pieces of bacon, and the Fontainbleau:  which is three eggs with portobellos, shiitake, porcinis, spinach and fontina cheese. <br/><br/>The food was heavenly. The wait staff was incredibly efficient while not being intrusive. I had a great time and a blissful stroll home from the meal. Thus, the Woohoo - as good as it gets."
479,"data-hovercard-id=""DZikpJ1gGmDrum1uVNIlaA"">Ryan M.","
        5/5/2010
    ",5.0,This is definitely the place to go for Sunday brunch. I love the eggs benedict. So good. I always have a hard time picking between eggs benedict and gingerbread pancakes. Get there early to score outdoor seating.
490,"data-hovercard-id=""ADzRPNXwCQcvuSe6RXs5Vg"">Alvaro M.","
        7/30/2009
    ",5.0,"I went there for a breakfast, for dinner, for lunch, always perfect flavor, great attention, the perfect enviorment with the perfect food. The intresting part comes now, I am now out of the US and the birthday of someone very special that is a fan of Zazie was coming. I Knew they dont deliver, but well I really needed to give a great surprise for a birthday, the emails beggan and Jenn was very very easy going and excited with the idea of bringing the secret party birthday. She even offer to make it as in the restaurant with real plates and silverweare from the Zazie!<br/>Today it was the birthday and everything was, just as "" tre magnifique"" as in the restaurant, Jen brought the enviorment of the Zazie, the smiles and the great food, to a birthday I couldnt be there!! I wonder what will happen next, the person I invited the breakfast for sure will prefer the Zazie flavor than the one I prepare, jeje but well.. there will always be the great atmosphere, great food and GREAT ATTENTION!!<br/>Thanks Zazie for making my love being there while I cant be there."
491,"data-hovercard-id=""8LEpomNsPVxB8b1mqhDmgg"">Cupcake S.","
        7/28/2009
    ",5.0,"How can anyone not give this place five stars?  Best eggs Benedict that I have ever had in my life.  Quick service, great atmosphere, easy to get to and oh yeah...<br/> Zazie's isn't famous for nothing.."
492,"data-hovercard-id=""P3EIKRrgy7FTVZD_iPrGrg"">Alicia C.","
        4/18/2009
    ",5.0,"You really feel like you are in a little neighborhood bistro in France when you walk in the door. The service is super. We love the outdoor patio and they even have heaters when it's cold. I wish they would serve real ""french fries"" instead of the sliced potatoes but everything else.....seasonal and changing is always terrific. A great, dependable standby."
493,"data-hovercard-id=""M6t5LL__ylHpJyCg3QC1OA"">Jimmy U.","
        2/13/2009
    ",5.0,"Zazie is awesome! <br/><br/>If you're going on the weekend, make like the staff and zen out as soon as you walk thru the door because there will be a wait (10-40 mins). Put your name on the list and get a cup of coffee or a paper or check out the shops across the street. <br/><br/>Once you get a table, you're in for a treat. Sure to please are the french toast, omelette, or any of the breakfast plates. All the eggs they use are fresh. For lunch you can't beat the  cheeseburger. <br/><br/>On a nice day, you can bring your dog and eat at the tables outside. Seriously good food!"
494,"data-hovercard-id=""S5nuHi1EVD0kAzefqq37Bg"">Kayleigh H.","
        12/16/2008
    ",5.0,"With an entire section of the menu dedicated to their specialty mimomas, this place earns 5 stars in my book!  Also try their amazing french toast, enormous lattes, and on a rare sunny/warm day in SF, be sure to enjoy them on their garden porch."
495,"data-hovercard-id=""ufLDC0PSZH40g9Ei-Ng2xA"">Carin W.","
        12/6/2008
    ",5.0,"My sister introduced me to this restaurant. Other than the incredibly long line on mornings, their food very, very good. So good that you'll excuse those lines. They're an inevitability to San Francisco. What the heck anyway, put your name on the list and then circle the neighborhood several million times to look for parking."
496,"data-hovercard-id=""0udhmPp7oDN7fceM7rorLw"">DML L.","
        11/18/2008
    ",5.0,"-Very Good Brunch, classic options with zazie-twists (gingerbread pancakes)<br/>-Best value dinner: high quality foods prepared deliciously<br/>-Wide range of wines offered with decent prices<br/>-Back Porch is heated, so it's a great option for a more intimate setting"
497,"data-hovercard-id=""r0CBiqEFxSaEvT6PeAi5cw"">Fran W.","
        10/30/2008
    ",5.0,"Even though the place was incredibly busy and there was only one waiter available to service both the indoor and outdoor seating, we had a great time at Zazie.  <br/><br/>Our server was amazing--friendly, casual, and attentive.  I don't remember the fellow's name, but he was a total pro. <br/><br/>The food was superb.  Eggs with chorizo--fabulous.  The eggs, chicken sausage, and French toast combo--incredible.  The coffee--flowing nonstop.<br/><br/>What more can I say?  This is my new favorite breakfast place."
498,"data-hovercard-id=""1bcp9zyOlWucATmjuAiqKw"">Rusc T.","
        9/1/2008
    ",5.0,"This is my favorite restaurant in the Haight area. The owner is a lovely woman who had a vision and made it come true. Her menu is exquisite and although it's a smaller restaurant, there is outside seating as well as a couple of private window tables. <br/><br/>One year, I celebrated Valentines Day with my girlfriend , my daughter and her date.  The dinner and dessert were superb and we had a wonderful time together.  Course, I was given a gift the still blows me away! <br/><br/> The Sunday Brunches are worth waiting for!  The specialties range from  original reciped pancakes to an assortment of egg dishes or fruits and who knows what she's planned this week.<br/><br/>I strongly reccommend enjoying a morning in the sun or and evening with your special someone or family and be ready to enjoy your visit."
499,"data-hovercard-id=""5JcKbZSozCzIvBaP9u_4Nw"">Heather P.","
        3/15/2008
    ",5.0,Could there be better brunch food on this planet?  No.  I really don't think so.
510,"data-hovercard-id=""p73Q8GrUs6bK8DWCPmqo-A"">Stephanie L.","
        2/13/2008
    ",5.0,"Great ambiance, service, food."
511,"data-hovercard-id=""6lpf21UGy0-0sTZtCeWXoA"">Sondra O.","
        12/18/2007
    ",5.0,"Best breakfast in the city, hands down.  We wait in line every Sunday for up to an hour sometimes.  It's completely worth the wait every time!"
512,"data-hovercard-id=""Z1Ed40pknMCqPgmDXh8v7A"">Amy N.","
        8/11/2007
    ",5.0,"This place just adds to the smorgasbord of reasons for why I love all things French.  If you can, call in advanced to make a dinner reservation and request a table outside on the patio.  If you're going there for brunch, prepare to wait a bit.  Totally worth though.  The duck with the French lentils was a great dinner entree.  The pate sandwich was perfect for lunch.  And for anything in between, I find a glass of red wine to accompany l'assiette de fromages or l'assiette de charcuterie whilst chit chatting with an old friend makes for a perfect San Franciscan afternoon."
513,"data-hovercard-id=""L2TCbc0GWZKB9zRBxoY17A"">Marty K.","
        2/4/2007
    ",5.0,"Incredible food.<br/>Pricey, but worth it.<br/><br/>cute little place with great service. Great wine selection as well.<br/><br/>great place to impress a date."
514,"data-hovercard-id=""uAP1O45S76_0ctyVF_H5pQ"">Kurius G.","
        1/11/2007
    ",5.0,Whether it's breakfast or dinner the food has always been good at this fantastic neighbourhood restaurant.  I am a regular at this establishment.  The service is excellent and the staff is knowledgeable.<br/><br/>Not a big space - it is intimate - conducive to romantic dinners without blowing a budget.  Good for first dates.<br/><br/>They sometimes have jazz night - I have yet to attend but have walked by when it's happening - looks like something worthwhile doing.<br/><br/>They have a garden area in the back with space heaters - very nice.<br/><br/>Give it a go - it is highly likely you will not be disappointed.  If your first visit wasn't satisfactory it is worth giving it a second try.
515,"data-hovercard-id=""RM9ioYFFlXdTPh3rab-KqA"">Liz E.","
        10/13/2006
    ",5.0,Great breakfast on a sunny day to sit on the back patio.
516,"data-hovercard-id=""7PPWz3on4yRU79WIKziW2Q"">Sara C.","
        9/8/2006
    ",5.0,"Zazie had prompt and pleasant service.  I was taken back by their poached eggs on a generous pile of crab, smothered in hollandaise sauce :)"
517,"data-hovercard-id=""KkPvJebN8MFxnpQcxSkRqw"">Jessica J.","
        7/9/2006
    ",5.0,Best breakfast in town!<br/>Be prepared to wait on weekends....but the wait is well worth it.
518,"data-hovercard-id=""vntq6vjH-kdLX5akk8ggHQ"">meagan m.","
        4/11/2006
    ",5.0,"Going out to breakfast/brunch is my favorite thing to do on the weekends - and Zazie is definitely a special treat. Yes, you always have to wait for at least 20 minutes to get a table, but in my opinion, it's always worth the wait. The outside area is so nice on a clear day, and they've got heat lamps to warm you up. The omlettes are fantastic, but last time I went I got the fruit/yogurt/and granola and it was SO good. They also serve your lattes in big bowls here, which I love."
519,"data-hovercard-id=""bjrTr5cLehJF4m65acVitg"">Justin W.","
        3/16/2006
    ",5.0,MMMMMMMMMMMMMMMMMMM!!!!  Enough said! :)
530,"data-hovercard-id=""7ZAmRwctMaFnJZdV8CPl8Q"">P J.","
        12/6/2005
    ",5.0,"This place makes my mouth drool.  Their pancakes are oh so yummy, and I dream about their Eggs Albert!!  I've since moved out of the city and miss them dearly."
531,"data-hovercard-id=""YTiohCcFjd6ECCsZPQ3DOQ"">Amy W.","
        9/8/2005
    ",5.0,"YUMMMMM!  Alright, first time I went: eggplant eggs benedict...I don't really like the runny egg yoke thing that happens with poached eggs but no prob here.  The hollandaise sauce was light and smooth, eggs were perfect.  Latte (soy): to die for, didn't even need sugar and I am a sweet freak!  Second time I went: gingerbread pancakes with poached pears sprinkled with cinnamon and warmed lemon curd -GEEZE LOUISE!  I then tried these at home, just made whole wheat pancakes with a ton of pumpkin pie spice...got the lemon curd and pre-cut pear halves from Trader Joe's: SOOO EASY!  Third time I went:  I shared the same pancakes with friends and got the chocolate swirl bundt cake...one of the moistest things I have ever eaten -not just chocolate swirls in there, these are chocolate ribbons of thick goodness!!  Warmed=perfection.  EVERYTHING looks good -this is a place at which you could def live off sides alone.  Next time: I am trying the banana double stacked carmel French toast...it must be infused with something (mascarpone maybe?) and they def dollop about two scoops of French vanilla ice cream on there, with whipped cream.  Doozie!  Oh, and hot waiters?  Check!!  The one with glasses botched my order the first time and forgot my beverage.  Was I mad?  I could not have been happier to have had to bug him over and over...I HEART SF!!!"
